spp,id,x,y,dit,nBoats,effort
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-23.5,-20.5,0.000218818386201747,70.2158355712891,0.0153645158255167
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-20.5,0.000218818386201747,48.0827789306641,0.0105213960897033
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-21.5,-20.5,0.000109409193100873,47.5283317565918,0.00520003642691933
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-19.5,-20.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-18.5,-20.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-25.5,-21.5,0.000109409193100873,14.8868751525879,0.00162876099823808
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-24.5,-21.5,0.000109409193100873,24.0485763549805,0.00263113533422316
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-22.5,-21.5,0.000109409193100873,76.6851425170898,0.00839005956562028
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-21.5,-21.5,0.000218818386201747,52.4369430541992,0.0114741672564728
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-20.5,-21.5,0.000109409193100873,23.9131011962891,0.00261631310642552
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-19.5,-21.5,0.000218818386201747,15.545069694519,0.00340154706394834
B,examples/dit_month_from_1a//03/B/Dit_B_S2_03_1,-18.5,-21.5,0.000218818386201747,22.2972221374512,0.00487904216489893
