ID,CommonName,ScientificName,LENGTH_cm,SEX,TAG_TYPE,TAG_DATE,TAG_LAT,TAG_LONG,DAYS@LIBERTY,FINAL_LAT,FINAL_LONG,CAPTURE (Y/N),REGION
S404,Shortfin mako shark,Isurus oxyrinchus,180,F,SPOT,30/03/2009,-33.75,131.45,446,-26.94,113.35,,AUSTRL
S405,Shortfin mako shark,Isurus oxyrinchus,200,F,SPOT,04/06/2008,-34.18,132.41,469,-19.07,109.15,,AUSTRL
S406,Shortfin mako shark,Isurus oxyrinchus,215,M,SPOT,09/05/2009,-38.17,140.55,262,-32.42,129.99,,AUSTRL
S407,Shortfin mako shark,Isurus oxyrinchus,150,F,SPOT,05/04/2008,-35.78,135.44,106,-33.7,133.39,,AUSTRL
S408,Shortfin mako shark,Isurus oxyrinchus,174,M,SPOT,22/11/2009,-35.07,134.07,323,-12.66,107.87,,AUSTRL
S409,Shortfin mako shark,Isurus oxyrinchus,180,M,SPOT,13/03/2008,-34.7,133.14,48,-36.55,137.72,,AUSTRL
S410,Shortfin mako shark,Isurus oxyrinchus,170,M,SPOT,07/05/2009,-38.21,140.94,551,-38.24,66.62,,AUSTRL
S411,Shortfin mako shark,Isurus oxyrinchus,170,M,SPOT,11/03/2008,-34.15,132.42,671,-32.58,127.15,,AUSTRL
S412,Shortfin mako shark,Isurus oxyrinchus,180,F,SPOT,01/06/2008,-33.96,131.95,496,-32.07,114.71,,AUSTRL
S413,Shortfin mako shark,Isurus oxyrinchus,240,F,SPOT,31/03/2009,-34.13,132.52,482,-34.93,160.74,,AUSTRL
S414,Shortfin mako shark,Isurus oxyrinchus,100,U,PSAT,11/10/2013,43.59,-59.42,133,35.43,-46.49,,ATL_N
S415,Shortfin mako shark,Isurus oxyrinchus,175,U,PSAT,05/10/2013,40.98,-62.85,101,39.16,-49.89,,ATL_N
S416,Shortfin mako shark,Isurus oxyrinchus,90,U,PSAT,11/10/2013,43.61,-59.35,131,44.39,-49.96,,ATL_N
S417,Shortfin mako shark,Isurus oxyrinchus,152,U,PSAT,07/01/2014,29.48,-49.42,12,25.77,-49.53,,ATL_N
S418,Shortfin mako shark,Isurus oxyrinchus,112,U,PSAT,14/08/2011,42.86,-62.51,22,43.71,-59.2,,ATL_N
S419,Shortfin mako shark,Isurus oxyrinchus,202.9,U,PSAT,25/08/2013,42.92,-62.43,82,41.3,-67.03,,ATL_N
S420,Shortfin mako shark,Isurus oxyrinchus,122,U,PSAT,01/09/2013,42.5,-64.58,109,40.23,-49.53,,ATL_N
S421,Shortfin mako shark,Isurus oxyrinchus,92,U,PSAT,02/09/2013,42.58,-64.63,97,42.15,-61.33,,ATL_N
S422,Shortfin mako shark,Isurus oxyrinchus,183,U,PSAT,15/09/2013,41.29,-63.12,156,35.73,-74.67,,ATL_N
S423,Shortfin mako shark,Isurus oxyrinchus,210,U,PSAT,25/09/2011,42.12,-65.55,90,39.79,-42.53,,ATL_N
S424,Shortfin mako shark,Isurus oxyrinchus,110,U,PSAT,25/09/2013,39.19,-65.61,10,40.97,-66.06,,ATL_N
S425,Shortfin mako shark,Isurus oxyrinchus,122,U,PSAT,16/09/2013,42.51,-64.59,85,39.09,-65.49,,ATL_N
S426,Shortfin mako shark,Isurus oxyrinchus,122,U,PSAT,19/09/2013,42.54,-64.52,146,42.92,-51.84,,ATL_N
S427,Shortfin mako shark,Isurus oxyrinchus,122,U,PSAT,04/10/2013,40.45,-69.71,200,24.27,-74.05,,ATL_N
S428,Shortfin mako shark,Isurus oxyrinchus,166,U,PSAT,22/10/2013,43.27,-62.33,29,40.03,-68.47,,ATL_N
S429,Shortfin mako shark,Isurus oxyrinchus,127,U,PSAT,17/08/2011,43.9,-58.58,116,38.73,-42.67,,ATL_N
S430,Shortfin mako shark,Isurus oxyrinchus,99,U,PSAT,17/08/2011,44.18,-58.2,17,42.25,-55.12,,ATL_N
S431,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,11/08/2010,31.88,-118.61,626,13.17,-124.83,,PAC_NE
S432,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,27/06/2011,33.32,-118.06,362,16.97,-116,,PAC_NE
S433,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/07/2013,32.48,-117.84,336,21.15,-106.89,,PAC_NE
S434,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,03/07/2014,33.54,-119.32,947,34.12,-119.21,,PAC_NE
S435,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,03/07/2014,33.86,-119.33,147,31.89,-116.72,,PAC_NE
S436,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,17/07/2012,32.7,-118.34,92,29.61,-116.14,,PAC_NE
S437,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,13/07/2012,33.95,-119.42,709,31.63,-118.23,,PAC_NE
S438,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,08/07/2013,33.15,-118.42,958,22.09,-146.87,,PAC_NE
S439,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,03/07/2014,33.78,-119,177,18.97,-127.26,,PAC_NE
S440,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,27/06/2014,33.13,-118.03,455,33.81,-118.67,,PAC_NE
S441,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,12/07/2012,33.91,-119.55,675,22.02,-120.09,,PAC_NE
S442,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/07/2012,32.94,-118.68,834,30.6,-121.4,,PAC_NE
S443,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,20/06/2004,33.02,-118.42,442,34.91,-121.83,,PAC_NE
S444,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,23/06/2004,33.9,-119.36,157,32.95,-118.26,,PAC_NE
S445,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,27/06/2004,32.59,-118.11,217,18.41,-118.39,,PAC_NE
S446,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,13/10/2004,24.27,-115.91,394,27.9,-111.72,,PAC_NE
S447,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,19/11/2004,34.31,-121.36,83,23.82,-112.28,,PAC_NE
S448,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,12/07/2005,32.85,-117.58,238,28.86,-118.04,,PAC_NE
S449,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,31/01/2006,25.17,-113.39,47,22.89,-109.81,,PAC_NE
S450,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,15/07/2006,33.7,-118.07,22,34.38,-121.63,,PAC_NE
S451,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,14/07/2006,33.31,-118.17,344,26.67,-115.16,,PAC_NE
S452,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,13/07/2006,33.31,-118.38,118,31.78,-118.47,,PAC_NE
S453,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,15/07/2006,33.58,-117.79,80,32.7,-117.97,,PAC_NE
S454,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,05/07/2007,32.98,-117.67,794,32.86,-122.76,,PAC_NE
S455,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,11/07/2007,33.31,-117.74,121,28.21,-112.19,,PAC_NE
S456,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,09/07/2007,33.76,-119.01,706,34.19,-119.83,,PAC_NE
S457,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,13/07/2007,32.9,-118.17,361,28.96,-116.47,,PAC_NE
S458,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,23/07/2007,33.06,-118.17,295,23.22,-109.11,,PAC_NE
S459,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,31/07/2007,32.98,-117.92,567,13,-144.24,,PAC_NE
S460,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,29/06/2008,33.27,-117.67,464,27.78,-120,,PAC_NE
S461,Shortfin mako shark,Isurus oxyrinchus,,U,PSAT,26/06/2008,33.54,-118.77,255,23.28,-111.61,,PAC_NE
S462,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,28/06/2003,32.76,-117.93,257,20.18,-118.62,,PAC_NE
S463,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,26/06/2003,33.61,-118.41,227,27.98,-114.5,,PAC_NE
S464,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,04/07/2003,33.66,-118.77,190,29.15,-115.08,,PAC_NE
S465,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,02/07/2003,33.87,-119.36,172,21.35,-113.82,,PAC_NE
S466,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,02/07/2003,33.93,-119.5,191,26.03,-113.09,,PAC_NE
S467,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,01/04/2004,31.58,-127.67,11,29.83,-128.49,,PAC_NE
S468,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,08/09/2003,31.56,-119.2,13,30.18,-117.83,,PAC_NE
S469,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,27/12/2003,32.18,-119.29,12,31.35,-117.97,,PAC_NE
S470,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,05/07/2003,33.23,-118.07,65,33.06,-119.94,,PAC_NE
S471,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,30/06/2004,33.89,-119.48,276,23.7,-124.27,,PAC_NE
S472,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,20/12/2004,28.92,-114.97,12,28.09,-114.65,,PAC_NE
S473,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/02/2005,22.59,-114.95,13,21.41,-114.88,,PAC_NE
S474,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,30/07/2004,31.67,-120.56,14,29.79,-118.9,,PAC_NE
S475,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,05/07/2004,33.55,-118.59,505,31.27,-122.22,,PAC_NE
S476,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,07/07/2004,33.54,-118.45,308,26.44,-122.93,,PAC_NE
S477,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,03/07/2004,33.66,-119.19,483,25.63,-127.76,,PAC_NE
S478,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,05/07/2004,33.65,-118.55,377,26.82,-113.9,,PAC_NE
S479,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,05/07/2004,33.65,-118.54,697,29.31,-118.49,,PAC_NE
S480,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/07/2005,33.07,-117.95,49,34.05,-120.14,,PAC_NE
S481,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,20/06/2005,33.09,-117.53,15,33.46,-117.7,,PAC_NE
S482,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,27/08/2009,32.61,-118.06,4,30.56,-118.58,,PAC_NE
S483,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,31/07/2004,32.49,-117.39,80,33.4,-118.92,,PAC_NE
S484,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,06/07/2004,33.84,-119.26,308,32.97,-117.34,,PAC_NE
S485,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,07/07/2007,33.25,-118.22,307,20.46,-112.03,,PAC_NE
S486,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,04/07/2004,33.76,-118.98,401,31.12,-136.94,,PAC_NE
S487,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,10/11/2004,33.72,-121.5,108,30.56,-117.69,,PAC_NE
S488,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,12/02/2005,23.19,-109.45,12,22.1,-107.19,,PAC_NE
S489,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,20/07/2005,32.41,-121.44,10,31.85,-120.92,,PAC_NE
S490,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,21/02/2009,32.22,-121.6,7,31.86,-121.49,,PAC_NE
S491,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,14/02/2005,25.33,-113.24,4,27.7,-115.51,,PAC_NE
S492,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,26/07/2007,32.8,-119.32,383,28.23,-115.59,,PAC_NE
S493,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,24/07/2007,33.25,-118.03,555,16.27,-153.12,,PAC_NE
S494,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/01/2006,30.28,-116.49,12,29.55,-116.98,,PAC_NE
S495,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,18/12/2005,26.18,-113.46,11,25.76,-113.25,,PAC_NE
S496,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,16/01/2006,30.65,-119.52,12,28.64,-120,,PAC_NE
S497,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/07/2005,32.96,-118.14,123,28.65,-114.41,,PAC_NE
S498,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,31/01/2006,25.14,-113.48,46,22.89,-109.82,,PAC_NE
S499,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,10/07/2007,32.82,-117.71,435,36.53,-124.26,,PAC_NE
S500,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,14/07/2006,33.14,-118.02,230,21.83,-111.36,,PAC_NE
S501,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,15/07/2006,33.36,-118.01,79,33,-117.57,,PAC_NE
S502,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,27/06/2006,32.94,-117.9,43,34.38,-121.39,,PAC_NE
S503,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,03/07/2006,33.43,-117.66,121,31.68,-118.85,,PAC_NE
S504,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,14/07/2006,32.9,-117.99,58,34.34,-120.94,,PAC_NE
S505,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,07/07/2006,32.83,-117.82,568,32.82,-127.38,,PAC_NE
S506,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,30/07/2007,33.09,-118.93,414,34.09,-120.87,,PAC_NE
S507,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,03/07/2006,33.69,-118.57,77,35.6,-122.35,,PAC_NE
S508,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,02/07/2006,33.8,-119.58,314,25.43,-112.19,,PAC_NE
S509,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,14/07/2006,33.16,-117.82,328,22.73,-111.96,,PAC_NE
S510,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,28/11/2006,31.27,-118.39,11,31.37,-117.16,,PAC_NE
S511,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,20/12/2006,26.82,-114.03,11,26.08,-115.49,,PAC_NE
S512,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,31/10/2006,32.92,-120.08,12,31.64,-119.84,,PAC_NE
S513,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,12/07/2008,29.32,-115.41,10,27.62,-115.3,,PAC_NE
S514,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,04/07/2007,33.08,-118.4,249,17.43,-119.51,,PAC_NE
S515,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/07/2007,33.76,-119.03,705,33.98,-119.54,,PAC_NE
S516,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,25/06/2008,33.79,-118.99,247,31.45,-121.83,,PAC_NE
S517,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,07/12/2007,34.22,-122.52,9,32.79,-121.45,,PAC_NE
S518,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,15/10/2007,26.19,-113.56,14,25.23,-113.91,,PAC_NE
S519,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,22/10/2007,35.92,-124.37,10,35.38,-123.41,,PAC_NE
S520,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,02/09/2007,26.05,-110.53,8,27.23,-111.32,,PAC_NE
S521,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,28/02/2008,30.42,-117.32,9,28.46,-115.76,,PAC_NE
S522,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,20/06/2008,32.88,-118.24,258,22.15,-111.12,,PAC_NE
S523,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/06/2008,33.9,-119.45,25,32.53,-117.61,,PAC_NE
S524,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,17/02/2009,11.56,-126.57,7,11.84,-127.76,,PAC_NE
S525,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,01/07/2008,34.06,-119.3,7,33.03,-119.57,,PAC_NE
S526,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,19/02/2009,23.15,-111.57,8,23.46,-112.01,,PAC_NE
S527,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,27/06/2012,33.64,-119.4,134,38.15,-130.72,,PAC_NE
S528,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,21/08/2009,33.41,-118.19,396,33.93,-119.22,,PAC_NE
S529,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,18/08/2009,32.89,-117.81,768,27.49,-117.17,,PAC_NE
S530,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,12/08/2009,33.56,-119.09,415,33.77,-119.9,,PAC_NE
S531,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,18/07/2010,33.53,-118.56,60,29.56,-116.61,,PAC_NE
S532,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,18/07/2010,33.62,-118.55,385,33.62,-118.88,,PAC_NE
S533,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,02/08/2009,33.78,-119.39,1025,35.25,-131.84,,PAC_NE
S534,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,02/08/2009,33.7,-118.98,280,32.86,-118.09,,PAC_NE
S535,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,10/08/2009,33.68,-118.54,174,22.75,-113.29,,PAC_NE
S536,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,06/08/2009,32.56,-118.02,393,35.84,-122.59,,PAC_NE
S537,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,09/07/2011,33.69,-118.79,434,32.78,-118.26,,PAC_NE
S538,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,10/08/2009,33.56,-118.61,589,30.33,-120.77,,PAC_NE
S539,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,11/08/2009,33.96,-119.31,568,33.79,-124.28,,PAC_NE
S540,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,10/08/2009,33,-117.45,774,40.2,-127.69,,PAC_NE
S541,Shortfin mako shark,Isurus oxyrinchus,,U,SPOT,01/08/2009,34.01,-119.35,917,27.25,-111.33,,PAC_NE
S542,White shark,Carcharodon carcharias,170,M,SPOT,25/10/2011,-32.65,152.2,83,-39.22,148.12,,AUSTRL
S543,White shark,Carcharodon carcharias,220,F,SPOT,25/10/2011,-32.68,152.2,126,-40.81,148.22,,AUSTRL
S544,White shark,Carcharodon carcharias,268,F,SPOT,24/11/2014,-32.68,152.2,446,-39.26,146.78,,AUSTRL
S545,White shark,Carcharodon carcharias,190,M,SPOT,11/10/2007,-32.8,152.01,173,-40.79,146.48,,AUSTRL
S546,White shark,Carcharodon carcharias,190,F,SPOT,08/10/2007,-32.8,152.01,101,-39.06,146.5,,AUSTRL
S547,White shark,Carcharodon carcharias,280,U,SPOT,31/01/2004,-33.77,124.44,26,-34.64,122.39,,AUSTRL
S548,White shark,Carcharodon carcharias,320,M,SPOT,11/11/2004,-35.23,136.07,92,-34.08,123.7,,AUSTRL
S549,White shark,Carcharodon carcharias,210,M,SPOT,08/10/2007,-32.79,152.03,107,-43.29,177.81,,AUSTRL
S550,White shark,Carcharodon carcharias,190,M,SPOT,26/10/2010,-32.8,152.01,102,-33.88,151.36,,AUSTRL
S551,White shark,Carcharodon carcharias,280,F,SPOT,14/12/2010,-38.77,146.34,535,-39.14,149.24,,AUSTRL
S552,White shark,Carcharodon carcharias,350,U,SPOT,29/06/2006,-35.23,136.07,141,-35.32,115.77,,AUSTRL
S553,White shark,Carcharodon carcharias,220,F,SPOT,30/10/2009,-32.68,152.19,88,-37.86,148.5,,AUSTRL
S554,White shark,Carcharodon carcharias,400,M,PSAT,19/09/2014,40.98,-70.2,123,32.69,-78.5,,ATL_N
S555,White shark,Carcharodon carcharias,340,M,PSAT,26/08/2014,41.64,-69.95,155,34.25,-76.81,,ATL_N
S556,White shark,Carcharodon carcharias,430,F,PSAT,28/11/2014,36.68,-74.46,190,38.01,-75.16,,ATL_N
S557,White shark,Carcharodon carcharias,430,F,PSAT,29/09/2014,41.66,-69.94,27,41.26,-69.9,,ATL_N
S558,White shark,Carcharodon carcharias,490,F,PSAT,30/08/2012,41.81,-69.94,190,36.22,-75.5,,ATL_N
S559,White shark,Carcharodon carcharias,380,F,PSAT,15/08/2013,41.61,-69.96,279,23.59,-84.48,,ATL_N
S560,White shark,Carcharodon carcharias,530,F,PSAT,13/09/2012,41.67,-69.93,52,41.63,-68.15,,ATL_N
S561,White shark,Carcharodon carcharias,440,F,PSAT,03/03/2013,30.39,-81.38,181,30.48,-80,,ATL_N
S562,White shark,Carcharodon carcharias,490,F,PSAT,28/10/2013,42.07,-70.06,217,35.99,-73.16,,ATL_N
S563,White shark,Carcharodon carcharias,400,F,PSAT,16/11/2013,40.96,-70.51,88,33.71,-78.63,,ATL_N
S564,White shark,Carcharodon carcharias,450,F,SPOT,13/09/2012,41.62,-69.88,958,39.71,-67.39,,ATL_N
S565,White shark,Carcharodon carcharias,440,F,SPOT,03/03/2013,30.39,-81.38,1404,42.14,-59.82,,ATL_N
S566,White shark,Carcharodon carcharias,490,F,SPOT,17/09/2012,41.62,-69.88,1567,31.4,-79.21,,ATL_N
S567,White shark,Carcharodon carcharias,380,F,SPOT,18/04/2014,23.58,-93,913,44.93,-66.98,,ATL_N
S568,White shark,Carcharodon carcharias,430,F,SPOT,20/08/2013,41.61,-69.96,1174,30.37,-79.4,,ATL_N
S569,White shark,Carcharodon carcharias,340,U,PSAT,01/09/2010,41.59,-69.98,107,29,-80.42,,ATL_N
S570,White shark,Carcharodon carcharias,370,U,PSAT,21/08/2010,41.66,-69.93,53,35.06,-75.92,,ATL_N
S571,White shark,Carcharodon carcharias,530,F,PSAT,31/10/2010,41.75,-68.71,26,41.01,-69.11,,ATL_N
S572,White shark,Carcharodon carcharias,240,U,PSAT,08/09/2009,41.59,-69.98,174,29.01,-80.55,,ATL_N
S573,White shark,Carcharodon carcharias,370,U,PSAT,08/09/2009,41.59,-69.99,58,41.11,-70.01,,ATL_N
S574,White shark,Carcharodon carcharias,300,U,PSAT,05/09/2009,41.6,-69.98,129,30.71,-80.19,,ATL_N
S575,White shark,Carcharodon carcharias,380,U,PSAT,01/11/2009,39.6,-74.06,61,39.35,-74.15,,ATL_N
S576,White shark,Carcharodon carcharias,370,U,PSAT,05/09/2009,41.6,-69.96,135,30.37,-80.56,,ATL_N
S577,White shark,Carcharodon carcharias,370,M,PSAT,04/09/2014,41.64,-69.94,146,32.5,-79.81,,ATL_N
S578,White shark,Carcharodon carcharias,360,F,PSAT,27/07/2010,41.65,-69.95,351,40.14,-54.91,,ATL_N
S579,White shark,Carcharodon carcharias,280,U,PSAT,31/07/2010,41.63,-69.95,20,39.98,-69.2,,ATL_N
S580,White shark,Carcharodon carcharias,400,M,PSAT,24/03/2014,-46.83,168.21,169,-29.52,153.85,,AUSTRL
S581,White shark,Carcharodon carcharias,380,M,PSAT,26/05/2010,-46.51,167.55,299,-46.61,167.95,,AUSTRL
S582,White shark,Carcharodon carcharias,350,M,PSAT,24/06/2012,-46.48,167.62,48,-25.81,159.48,,AUSTRL
S583,White shark,Carcharodon carcharias,280,M,PSAT,18/04/2010,-46.26,167.56,157,-21.77,166.69,,AUSTRL
S584,White shark,Carcharodon carcharias,400,M,PSAT,22/03/2011,-46.84,168.23,30,-46.59,168.73,,AUSTRL
S585,White shark,Carcharodon carcharias,360,F,PSAT,19/04/2012,-46.54,168.2,116,-50.94,166.61,,AUSTRL
S586,White shark,Carcharodon carcharias,300,F,PSAT,22/04/2010,-46.21,166.5,121,-22.66,153.18,,AUSTRL
S587,White shark,Carcharodon carcharias,351,M,SPOT,20/03/2013,-46.84,168.21,324,-46.85,168.25,,AUSTRL
S588,White shark,Carcharodon carcharias,330,F,SPOT,30/03/2014,-46.85,168.24,527,-30.44,153.13,,AUSTRL
S589,White shark,Carcharodon carcharias,370,F,SPOT,03/04/2014,-46.84,168.23,763,-49.93,165.77,,AUSTRL
S590,White shark,Carcharodon carcharias,440,F,PSAT,17/04/2011,-46.54,167.8,229,-20.72,157.73,,AUSTRL
S591,White shark,Carcharodon carcharias,420,F,PSAT,07/04/2005,-44.22,-175.99,89,-35.35,-172.04,,AUSTRL
S592,White shark,Carcharodon carcharias,400,F,PSAT,09/04/2005,-44.22,-175.99,149,-22.74,167.15,,AUSTRL
S593,White shark,Carcharodon carcharias,320,M,PSAT,08/04/2005,-44.22,-175.99,181,-21.19,169.63,,AUSTRL
S594,White shark,Carcharodon carcharias,350,F,PSAT,15/04/2008,-44.23,-175.99,271,-44.15,-176.16,,AUSTRL
S595,White shark,Carcharodon carcharias,350,M,PSAT,11/05/2008,-38.14,163.82,10,-31.86,154.89,,AUSTRL
S596,White shark,Carcharodon carcharias,440,F,PSAT,26/07/2007,-46.4,167.52,144,-22.61,152.48,,AUSTRL
S597,White shark,Carcharodon carcharias,300,F,PSAT,12/04/2008,-43.94,-176.37,274,-32.49,-176.21,,AUSTRL
S598,White shark,Carcharodon carcharias,400,M,PSAT,14/04/2008,-44.23,-175.99,202,-21.65,-175.19,,AUSTRL
S599,White shark,Carcharodon carcharias,450,F,PSAT,19/04/2008,-43.94,-176.37,180,-22.62,-175.68,,AUSTRL
S600,White shark,Carcharodon carcharias,450,M,PSAT,15/04/2008,-44.23,-175.99,134,-22,-175.63,,AUSTRL
S601,White shark,Carcharodon carcharias,400,F,PSAT,23/03/2009,-46.91,168.26,201,-45.17,166.62,,AUSTRL
S602,White shark,Carcharodon carcharias,400,M,PSAT,31/03/2009,-46.83,168.23,129,-21.25,158.53,,AUSTRL
S603,White shark,Carcharodon carcharias,280,M,PSAT,26/03/2009,-46.91,168.26,90,-29.83,170.34,,AUSTRL
S604,White shark,Carcharodon carcharias,380,F,PSAT,26/03/2009,-46.91,168.26,107,-39.56,178.53,,AUSTRL
S605,White shark,Carcharodon carcharias,330,F,PSAT,27/03/2009,-46.91,168.26,195,-18.82,162.58,,AUSTRL
S606,White shark,Carcharodon carcharias,290,M,PSAT,21/05/2009,-39.31,172.86,82,-22.27,167.2,,AUSTRL
S607,White shark,Carcharodon carcharias,480,M,PSAT,19/04/2009,-46.37,168.17,83,-27.82,154.02,,AUSTRL
S608,White shark,Carcharodon carcharias,400,F,PSAT,24/03/2009,-46.91,168.26,223,-22.09,158.41,,AUSTRL
S609,White shark,Carcharodon carcharias,350,F,SPOT,10/03/2012,-34.07,22.21,500,-34.46,21.2,,IND_SW
S610,White shark,Carcharodon carcharias,312,M,SPOT,23/03/2012,-34.12,22.13,714,-34.63,19.44,,IND_SW
S611,White shark,Carcharodon carcharias,309,M,SPOT,23/03/2012,-34.12,22.13,532,-34.19,22.3,,IND_SW
S612,White shark,Carcharodon carcharias,360,F,SPOT,12/04/2012,-34.64,19.43,421,-34.15,22.13,,IND_SW
S613,White shark,Carcharodon carcharias,310,F,SPOT,08/03/2012,-34.07,22.21,348,-34.07,22.2,,IND_SW
S614,White shark,Carcharodon carcharias,340,F,SPOT,23/03/2012,-34.12,22.13,277,-24.38,35.41,,IND_SW
